Iteracion;Tipo;Tiempo (s)
504;GET;0,1304
504;POST;1,5414
505;GET;0,132
505;POST;1,5707
506;GET;0,1389
506;POST;1,6424
507;GET;0,1363
507;POST;1,6186
508;GET;0,1287
508;POST;1,582
509;GET;0,1403
509;POST;1,5644
510;GET;0,1399
510;POST;1,5468
511;GET;0,1491
511;POST;1,5555
512;GET;0,1412
512;POST;1,5615
513;GET;0,1463
513;POST;1,6118
514;GET;0,1406
514;POST;1,5916
515;GET;0,1379
515;POST;1,6687
516;GET;0,1442
516;POST;1,5622
517;GET;0,1496
517;POST;1,5735
518;GET;0,1409
518;POST;1,6074
519;GET;0,1496
519;POST;1,5894
520;GET;0,1315
520;POST;1,5944
521;GET;0,4129
521;POST;1,6326
522;GET;0,1461
522;POST;1,6381
523;GET;0,1389
523;POST;1,6266
524;GET;0,1356
524;POST;1,5417
525;GET;0,1476
525;POST;1,5829
526;GET;0,1452
526;POST;1,6272
527;GET;0,1519
527;POST;1,5032
528;GET;0,1347
528;POST;1,5618
529;GET;0,1439
529;POST;1,5947
530;GET;0,1464
530;POST;1,5327
531;GET;0,1354
531;POST;1,5714
532;GET;0,1437
532;POST;1,6571
533;GET;0,1371
533;POST;1,5877
534;GET;0,1415
534;POST;1,6075
535;GET;0,1347
535;POST;1,5681
536;GET;0,1818
536;POST;1,5957
537;GET;0,1332
537;POST;1,5577
538;GET;0,1549
538;POST;1,5866
539;GET;0,1491
539;POST;1,5394
540;GET;0,1476
540;POST;1,6551
541;GET;0,1379
541;POST;1,5676
542;GET;0,1395
542;POST;1,5558
543;GET;0,1522
543;POST;1,5936
544;GET;0,1466
544;POST;1,5388
545;GET;0,1454
545;POST;1,5662
546;GET;0,1481
546;POST;1,5393
547;GET;0,1382
547;POST;1,5667
548;GET;0,18
548;POST;1,5506
549;GET;0,1555
549;POST;1,5664
550;GET;0,1517
550;POST;1,6237
551;GET;0,1404
551;POST;1,5876
552;GET;0,1473
552;POST;1,5384
553;GET;0,1525
553;POST;1,5332
554;GET;0,1459
554;POST;1,6103
555;GET;0,1381
555;POST;1,6566
556;GET;0,1395
556;POST;1,567
557;GET;0,1485
557;POST;1,6588
558;GET;0,1386
558;POST;1,5585
559;GET;0,1392
559;POST;1,5743
560;GET;0,1407
560;POST;1,5722
561;GET;0,1425
561;POST;1,658
562;GET;0,1434
562;POST;1,6063
563;GET;0,1355
563;POST;1,7058
564;GET;0,1482
564;POST;1,6188
565;GET;0,1373
565;POST;1,613
566;GET;0,1425
566;POST;1,5711
567;GET;0,1413
567;POST;1,5668
568;GET;0,1411
568;POST;1,6487
569;GET;0,1418
569;POST;1,5569
570;GET;0,1436
570;POST;1,5948
571;GET;0,1338
571;POST;1,5885
572;GET;0,1366
572;POST;1,5443
573;GET;0,1343
573;POST;1,6164
574;GET;0,1351
574;POST;1,4891
575;GET;0,1328
575;POST;1,5393
576;GET;0,1348
576;POST;1,5863
577;GET;0,146
577;POST;1,6235
578;GET;0,1438
578;POST;1,6507
579;GET;0,144
579;POST;1,6212
580;GET;0,1429
580;POST;1,6196
581;GET;0,1386
581;POST;2,5763
582;GET;0,1407
582;POST;1,6379
583;GET;0,1364
583;POST;1,5631
584;GET;0,138
584;POST;1,57
585;GET;0,146
585;POST;1,6183
586;GET;0,1431
586;POST;1,6242
587;GET;0,1441
587;POST;1,5895
588;GET;0,1385
588;POST;1,5729
589;GET;0,1425
589;POST;1,5683
590;GET;0,1473
590;POST;1,5898
591;GET;0,1526
591;POST;1,5685
592;GET;0,147
592;POST;1,6087
593;GET;0,1449
593;POST;1,6094
594;GET;0,1386
594;POST;1,5426
595;GET;0,1362
595;POST;1,6212
596;GET;0,1486
596;POST;1,5499
597;GET;0,1355
597;POST;1,5698
598;GET;0,1489
598;POST;1,5354
599;GET;0,1415
599;POST;1,6423
600;GET;0,1494
600;POST;1,532
601;GET;0,1418
601;POST;1,6135
602;GET;0,1436
602;POST;1,5516
603;GET;0,1384
603;POST;1,6058
604;GET;0,1377
604;POST;1,5483
605;GET;0,1406
605;POST;1,5895
606;GET;0,1386
606;POST;1,597
607;GET;0,1429
607;POST;1,5681
608;GET;0,1379
608;POST;1,6061
609;GET;0,14
609;POST;1,603
610;GET;0,1383
610;POST;1,5531
611;GET;0,1358
611;POST;1,5422
612;GET;0,1393
612;POST;1,5889
613;GET;0,1416
613;POST;1,56
614;GET;0,1428
614;POST;1,544
615;GET;0,1402
615;POST;1,5409
616;GET;0,5886
616;POST;1,5561
617;GET;0,1585
617;POST;1,6169
618;GET;0,147
618;POST;1,5941
619;GET;0,1617
619;POST;1,6134
620;GET;0,1478
620;POST;1,5872
621;GET;0,142
621;POST;1,5919
622;GET;0,1691
622;POST;1,5662
623;GET;0,1451
623;POST;1,5492
624;GET;0,1391
624;POST;1,5963
625;GET;0,1365
625;POST;1,5556
626;GET;0,1481
626;POST;1,6232
627;GET;0,1465
627;POST;1,6045
628;GET;0,1361
628;POST;1,5989
629;GET;0,1332
629;POST;1,5933
630;GET;0,1425
630;POST;1,57
631;GET;0,1487
631;POST;1,5663
632;GET;0,1439
632;POST;1,5612
633;GET;0,1498
633;POST;1,6308
634;GET;0,1474
634;POST;1,5577
635;GET;0,1397
635;POST;1,5842
636;GET;0,1375
636;POST;1,6198
637;GET;0,1533
637;POST;1,6626
638;GET;0,149
638;POST;1,5924
639;GET;0,1372
639;POST;1,6264
640;GET;0,1468
640;POST;1,6579
641;GET;0,1541
641;POST;1,6123
642;GET;0,1332
642;POST;1,5582
643;GET;0,1387
643;POST;1,5623
644;GET;0,1387
644;POST;1,5475
645;GET;0,1432
645;POST;1,5835
646;GET;0,1364
646;POST;1,6079
647;GET;0,1447
647;POST;1,6012
648;GET;0,1403
648;POST;1,5967
649;GET;0,1363
649;POST;1,5919
650;GET;0,1395
650;POST;1,5693
651;GET;0,1407
651;POST;1,5546
652;GET;0,1392
652;POST;1,58
653;GET;0,1479
653;POST;1,6023
654;GET;0,1466
654;POST;1,5843
655;GET;0,1335
655;POST;1,5706
656;GET;0,1344
656;POST;1,5986
657;GET;0,1432
657;POST;1,5126
658;GET;0,1372
658;POST;1,5888
659;GET;0,1382
659;POST;1,5125
660;GET;0,1379
660;POST;1,6625
661;GET;0,1456
661;POST;1,6472
662;GET;0,1523
662;POST;1,5716
663;GET;0,1456
663;POST;1,5995
664;GET;0,1455
664;POST;1,5683
665;GET;0,1347
665;POST;1,5457
666;GET;0,1399
666;POST;1,6582
667;GET;0,1487
667;POST;1,6036
668;GET;0,1454
668;POST;1,6049
669;GET;0,1369
669;POST;1,573
670;GET;0,1471
670;POST;1,6473
671;GET;0,1432
671;POST;1,5689
672;GET;0,1353
672;POST;1,5454
673;GET;0,1416
673;POST;1,565
674;GET;0,1392
674;POST;1,5209
675;GET;0,1381
675;POST;1,6763
676;GET;0,1412
676;POST;1,5595
677;GET;0,1413
677;POST;1,5456
678;GET;0,1513
678;POST;1,549
679;GET;0,1453
679;POST;1,5902
680;GET;0,1344
680;POST;1,4862
681;GET;0,1465
681;POST;1,5383
682;GET;0,1591
682;POST;1,5861
683;GET;0,1355
683;POST;1,5846
684;GET;0,1306
684;POST;1,5553
685;GET;0,138
685;POST;1,5873
686;GET;0,1326
686;POST;1,572
687;GET;0,1467
687;POST;1,522
688;GET;0,1332
688;POST;1,6292
689;GET;0,1416
689;POST;1,5132
690;GET;0,1321
690;POST;1,5827
691;GET;0,1319
691;POST;1,6118
692;GET;0,1401
692;POST;1,5956
693;GET;0,1365
693;POST;1,6267
694;GET;0,1283
694;POST;1,6039
695;GET;0,1367
695;POST;1,5797
696;GET;0,135
696;POST;1,554
697;GET;0,1314
697;POST;1,6351
698;GET;0,1385
698;POST;1,5976
699;GET;0,1414
699;POST;1,5538
700;GET;0,1311
700;POST;1,5343
701;GET;0,138
701;POST;1,6573
702;GET;0,1413
702;POST;1,522
703;GET;0,1461
703;POST;1,5945
704;GET;0,1472
704;POST;1,6344
705;GET;0,1357
705;POST;1,5078
706;GET;0,1296
706;POST;1,5539
707;GET;0,129
707;POST;1,605
708;GET;0,1371
708;POST;1,5521
709;GET;0,1394
709;POST;1,5398
710;GET;0,1298
710;POST;1,5341
711;GET;0,1371
711;POST;1,5767
712;GET;0,1423
712;POST;1,5529
713;GET;0,1407
713;POST;1,5472
714;GET;0,1331
714;POST;1,6187
715;GET;0,1286
715;POST;1,5949
716;GET;0,1339
716;POST;1,5328
717;GET;0,1342
717;POST;1,5448
718;GET;0,1346
718;POST;1,6119
719;GET;0,1341
719;POST;1,5911
720;GET;0,1324
720;POST;1,5013
721;GET;0,1379
721;POST;1,5799
722;GET;0,1312
722;POST;1,5146
723;GET;0,1345
723;POST;1,605
724;GET;0,1264
724;POST;1,5438
725;GET;0,1527
725;POST;1,6094
726;GET;0,1498
726;POST;1,5733
727;GET;0,1505
727;POST;1,573
728;GET;0,1341
728;POST;1,5431
729;GET;0,1282
729;POST;1,6406
730;GET;0,1306
730;POST;1,5386
731;GET;0,138
731;POST;1,5813
732;GET;0,1313
732;POST;1,5612
733;GET;0,1311
733;POST;1,571
734;GET;0,1358
734;POST;2,6117
735;GET;0,1384
735;POST;1,486
736;GET;0,1387
736;POST;1,5424
737;GET;0,1351
737;POST;1,5579
738;GET;0,1357
738;POST;1,6271
739;GET;0,1368
739;POST;1,509
740;GET;0,1278
740;POST;1,5383
741;GET;0,1256
741;POST;1,4985
742;GET;0,1258
742;POST;1,5302
743;GET;0,1461
743;POST;1,613
744;GET;0,1383
744;POST;1,5543
745;GET;0,1341
745;POST;1,6307
746;GET;0,1256
746;POST;1,5666
747;GET;0,1371
747;POST;2,6252
748;GET;0,1307
748;POST;1,5563
749;GET;0,134
749;POST;1,625
750;GET;0,1361
750;POST;1,5832
751;GET;0,1356
751;POST;1,6081
752;GET;0,1405
752;POST;1,5637
753;GET;0,1302
753;POST;1,563
754;GET;0,139
754;POST;1,6132
755;GET;0,1338
755;POST;1,5813
756;GET;0,1296
756;POST;1,523
757;GET;0,136
757;POST;1,5876
758;GET;0,1415
758;POST;1,5537
759;GET;0,1295
759;POST;1,5928
760;GET;0,1363
760;POST;1,6006
761;GET;0,1283
761;POST;1,5272
762;GET;0,1427
762;POST;1,6492
763;GET;0,1344
763;POST;1,5632
764;GET;0,1515
764;POST;1,4969
765;GET;0,1322
765;POST;1,5946
766;GET;0,1326
766;POST;1,5548
767;GET;0,1385
767;POST;1,6005
768;GET;0,1291
768;POST;1,5692
769;GET;0,1581
769;POST;1,529
770;GET;0,1585
770;POST;1,5864
771;GET;0,1365
771;POST;1,5863
772;GET;0,1318
772;POST;1,5833
773;GET;0,1278
773;POST;1,6215
774;GET;0,1373
774;POST;1,5787
775;GET;0,134
775;POST;1,5871
776;GET;0,1391
776;POST;1,6419
777;GET;0,1321
777;POST;1,4909
778;GET;0,1358
778;POST;1,5106
779;GET;0,1485
779;POST;1,6262
780;GET;0,1289
780;POST;1,5186
781;GET;0,1363
781;POST;1,5485
782;GET;0,1269
782;POST;1,561
783;GET;0,1456
783;POST;1,5573
784;GET;0,1489
784;POST;1,5883
785;GET;0,1382
785;POST;1,5739
786;GET;0,1355
786;POST;1,5422
787;GET;0,1259
787;POST;1,5842
788;GET;0,1437
788;POST;1,6244
789;GET;0,1367
789;POST;1,5499
790;GET;0,1337
790;POST;1,6372
791;GET;0,1317
791;POST;1,5482
792;GET;0,1351
792;POST;1,594
793;GET;0,1324
793;POST;1,5557
794;GET;0,1309
794;POST;1,6355
795;GET;0,1733
795;POST;1,6021
796;GET;0,1437
796;POST;1,5502
797;GET;0,1455
797;POST;1,5823
798;GET;0,1411
798;POST;1,577
799;GET;0,1567
799;POST;1,5753
800;GET;0,1426
800;POST;1,6284
801;GET;0,1356
801;POST;1,5088
802;GET;0,1384
802;POST;1,5842
803;GET;0,1281
803;POST;1,6441
804;GET;0,1373
804;POST;1,6048
805;GET;0,1346
805;POST;1,6102
806;GET;0,1318
806;POST;1,6028
807;GET;0,1495
807;POST;1,5874
808;GET;0,1315
808;POST;1,5634
809;GET;0,151
809;POST;1,5236
810;GET;0,1319
810;POST;1,5062
811;GET;0,1265
811;POST;1,5713
812;GET;0,1366
812;POST;1,5645
813;GET;0,1305
813;POST;1,5435
814;GET;0,132
814;POST;1,5558
815;GET;0,1272
815;POST;1,5813
816;GET;0,1298
816;POST;1,6062
817;GET;0,1388
817;POST;1,6022
818;GET;0,1373
818;POST;1,5651
819;GET;0,126
819;POST;1,5901
820;GET;0,1392
820;POST;1,6414
821;GET;0,1341
821;POST;1,5214
822;GET;0,1263
822;POST;1,5338
823;GET;0,1354
823;POST;1,5776
824;GET;0,1356
824;POST;1,5953
825;GET;0,128
825;POST;1,555
826;GET;0,1448
826;POST;1,5926
827;GET;0,1402
827;POST;1,5335
828;GET;0,1359
828;POST;1,5513
829;GET;0,1285
829;POST;1,5985
830;GET;0,1322
830;POST;1,6011
831;GET;0,1373
831;POST;1,5486
832;GET;0,1316
832;POST;1,5056
833;GET;0,1309
833;POST;1,6047
834;GET;0,1419
834;POST;1,6305
835;GET;0,1329
835;POST;1,6266
836;GET;0,1304
836;POST;1,5891
837;GET;0,1285
837;POST;1,5225
838;GET;0,1358
838;POST;1,5232
839;GET;0,1324
839;POST;1,5336
840;GET;0,1334
840;POST;1,5541
841;GET;0,1376
841;POST;1,522
842;GET;0,1484
842;POST;1,5385
843;GET;0,1403
843;POST;1,5851
844;GET;0,1321
844;POST;1,65
845;GET;0,1292
845;POST;1,5593
846;GET;0,1361
846;POST;1,6362
847;GET;0,1333
847;POST;1,5759
848;GET;0,1352
848;POST;1,5527
849;GET;0,1299
849;POST;1,5837
850;GET;0,1361
850;POST;1,5823
851;GET;0,1316
851;POST;1,5256
852;GET;0,1283
852;POST;1,5771
853;GET;0,1413
853;POST;1,5635
854;GET;0,1358
854;POST;1,5983
855;GET;0,1439
855;POST;1,6095
856;GET;0,1343
856;POST;1,6304
857;GET;0,1373
857;POST;1,517
858;GET;0,1324
858;POST;1,5866
859;GET;0,1348
859;POST;1,6034
860;GET;0,1322
860;POST;1,5476
861;GET;0,1392
861;POST;1,5332
862;GET;0,1272
862;POST;1,5719
863;GET;0,1292
863;POST;1,5882
864;GET;0,1335
864;POST;1,5758
865;GET;0,1277
865;POST;1,5934
866;GET;0,1346
866;POST;1,5716
867;GET;0,1339
867;POST;1,5527
868;GET;0,1263
868;POST;1,5854
869;GET;0,1385
869;POST;1,5801
870;GET;0,129
870;POST;1,6429
871;GET;0,1264
871;POST;1,5785
872;GET;0,1306
872;POST;1,5669
873;GET;0,1325
873;POST;1,5853
874;GET;0,1334
874;POST;1,6028
875;GET;0,1424
875;POST;1,6194
876;GET;0,1266
876;POST;1,5778
877;GET;0,1336
877;POST;1,5409
878;GET;0,1342
878;POST;1,5609
879;GET;0,1293
879;POST;1,6332
880;GET;0,1318
880;POST;1,6084
881;GET;0,1302
881;POST;1,5351
882;GET;0,1547
882;POST;1,5292
883;GET;0,1275
883;POST;1,5493
884;GET;0,1436
884;POST;1,5036
885;GET;0,1326
885;POST;1,5699
886;GET;0,13
886;POST;1,603
887;GET;0,1312
887;POST;1,6064
888;GET;0,1342
888;POST;1,6048
889;GET;0,1294
889;POST;1,6011
890;GET;0,1343
890;POST;1,6068
891;GET;0,1377
891;POST;1,5643
892;GET;0,1338
892;POST;1,5927
893;GET;0,1339
893;POST;1,6177
894;GET;0,1337
894;POST;1,6123
895;GET;0,1402
895;POST;1,578
896;GET;0,136
896;POST;1,5509
897;GET;0,1435
897;POST;1,5663
898;GET;0,1377
898;POST;1,5815
899;GET;0,1325
899;POST;1,6047
900;GET;0,1296
900;POST;1,5858
901;GET;0,1317
901;POST;1,5902
902;GET;0,1285
902;POST;1,5552
903;GET;0,1298
903;POST;1,5215
904;GET;0,1322
904;POST;1,5369
905;GET;0,1389
905;POST;1,5654
906;GET;0,1272
906;POST;1,5907
907;GET;0,1464
907;POST;1,6429
908;GET;0,1316
908;POST;1,5888
909;GET;0,1335
909;POST;1,633
910;GET;0,1376
910;POST;1,59
911;GET;0,1419
911;POST;1,639
912;GET;0,1458
912;POST;1,5522
913;GET;0,1434
913;POST;1,518
914;GET;0,1632
914;POST;1,619
915;GET;0,1266
915;POST;1,581
916;GET;0,1331
916;POST;1,6074
917;GET;0,14
917;POST;1,5728
918;GET;0,1336
918;POST;1,5756
919;GET;0,1325
919;POST;1,5887
920;GET;0,1302
920;POST;1,5337
921;GET;0,1398
921;POST;1,5843
922;GET;0,1391
922;POST;1,4801
923;GET;0,13
923;POST;1,594
924;GET;0,1345
924;POST;1,6367
925;GET;0,1393
925;POST;1,5827
926;GET;0,1265
926;POST;1,6383
927;GET;0,1302
927;POST;1,5598
928;GET;0,1315
928;POST;1,6103
929;GET;0,1475
929;POST;1,5639
930;GET;0,1352
930;POST;1,5782
931;GET;0,1279
931;POST;1,5263
932;GET;0,1398
932;POST;1,6007
933;GET;0,1456
933;POST;1,5621
934;GET;0,1407
934;POST;1,6221
935;GET;0,1453
935;POST;1,5615
936;GET;0,1346
936;POST;1,5486
937;GET;0,1408
937;POST;1,5988
938;GET;0,1445
938;POST;1,5388
939;GET;0,1422
939;POST;1,5759
940;GET;0,1372
940;POST;1,5956
941;GET;0,1382
941;POST;1,5706
942;GET;0,1407
942;POST;1,5901
943;GET;0,1286
943;POST;1,5946
944;GET;0,1255
944;POST;1,6019
945;GET;0,1332
945;POST;1,553
946;GET;0,1438
946;POST;1,5802
947;GET;0,141
947;POST;1,5772
948;GET;0,1393
948;POST;1,5768
949;GET;0,1401
949;POST;1,5982
950;GET;0,1297
950;POST;1,5872
951;GET;0,1318
951;POST;1,5227
952;GET;0,1334
952;POST;1,5788
953;GET;0,1358
953;POST;1,6354
954;GET;0,1288
954;POST;1,6191
955;GET;0,1526
955;POST;1,5254
956;GET;0,1308
956;POST;1,5589
957;GET;0,1364
957;POST;1,5546
958;GET;0,1366
958;POST;1,5748
959;GET;0,1358
959;POST;1,5335
960;GET;0,1303
960;POST;1,6011
961;GET;0,1439
961;POST;1,619
962;GET;0,1592
962;POST;1,5167
963;GET;0,1326
963;POST;1,5423
964;GET;0,1311
964;POST;1,6162
965;GET;0,1364
965;POST;1,5127
966;GET;0,128
966;POST;1,5861
967;GET;0,1383
967;POST;1,5554
968;GET;0,1258
968;POST;1,6015
969;GET;0,1507
969;POST;1,5986
970;GET;0,1352
970;POST;1,6258
971;GET;0,1447
971;POST;1,5648
972;GET;0,1276
972;POST;1,5702
973;GET;0,1357
973;POST;1,4766
974;GET;0,126
974;POST;1,5385
975;GET;0,1289
975;POST;1,6463
976;GET;0,1385
976;POST;1,5861
977;GET;0,1324
977;POST;1,5413
978;GET;0,1298
978;POST;1,5231
979;GET;0,1427
979;POST;1,6174
980;GET;0,1299
980;POST;1,6728
981;GET;0,1397
981;POST;1,5985
982;GET;0,1316
982;POST;1,6297
983;GET;0,1267
983;POST;1,5856
984;GET;0,134
984;POST;1,5856
985;GET;0,1343
985;POST;1,6168
986;GET;0,134
986;POST;1,4941
987;GET;0,1512
987;POST;1,6385
988;GET;0,1322
988;POST;1,4905
989;GET;0,1281
989;POST;1,6074
990;GET;0,1288
990;POST;1,5067
991;GET;0,1243
991;POST;1,5505
992;GET;0,1414
992;POST;1,5364
993;GET;0,1539
993;POST;1,58
994;GET;0,1244
994;POST;1,5449
995;GET;0,135
995;POST;1,5788
996;GET;0,1357
996;POST;1,5747
997;GET;0,1424
997;POST;1,5316
998;GET;0,1408
998;POST;1,5539
999;GET;0,1454
999;POST;1,6139
1000;GET;0,1355
1000;POST;1,5612